lexeme,variants,msg,mpl,fsg,fpl
divers,divers,divers,divers,diverse,diverses
divertissant,divertissant,divertissant,divertissants,divertissante,divertissantes
divin,divin,divin,divins,divine,divines
divinateur,divinateur,divinateur,divinateurs,divinatrice,divinatrices
divinatoire,divinatoire,divinatoire,divinatoires,divinatoire,divinatoires
divinisant,divinisant,divinisant,divinisant,divinisant,divinisant
divis,divis,divis,divis,divise,divises
divisé,divisé,divisé,divisé,divisé,divisé
divisible,divisible,divisible,divisibles,divisible,divisibles
divisionnaire,divisionnaire,divisionnaire,divisionnaires,divisionnaire,divisionnaires
divorcé,divorcé,divorcé,divorcés,divorcée,divorcées
dix-huitième,dix-huitième,dix-huitième,dix-huitième,dix-huitième,dix-huitième
dix-neuvième,dix-neuvième,dix-neuvième,dix-neuvième,dix-neuvième,dix-neuvième
dix-septième,dix-septième,dix-septième,dix-septième,dix-septième,dix-septième
dixième,dixième,dixième,dixièmes,dixième,dixièmes
docile,docile,docile,dociles,docile,dociles
docte,docte,docte,doctes,docte,doctes
doctissime,doctissime,doctissime,doctissimes,doctissime,doctissimes
doctoral,doctoral,doctoral,doctoraux,doctorale,doctorales
doctrinaire,doctrinaire,doctrinaire,doctrinaires,doctrinaire,doctrinaires
doctrinal,doctrinal,doctrinal,doctrinaux,doctrinale,doctrinales
documentaire,documentaire,documentaire,documentaires,documentaire,documentaires
documenté,documenté,documenté,documentés,documentée,documentées
dodelinant,dodelinant,dodelinant,dodelinant,dodelinant,dodelinant
dodu,dodu,dodu,dodus,dodue,dodues
dogmatique,dogmatique,dogmatique,dogmatiques,dogmatique,dogmatiques
dolent,dolent,dolent,dolents,dolente,dolentes
dolichocéphale,dolichocéphale,dolichocéphale,dolichocéphales,dolichocéphale,dolichocéphales
domanial,domanial,domanial,domaniaux,domaniale,domaniales
domestique,domestique,domestique,domestiques,domestique,domestiques
domiciliaire,domiciliaire,domiciliaire,domiciliaires,domiciliaire,domiciliaires
domicilié,domicilié,domicilié,domiciliés,domiciliée,domiciliées
dominant,dominant,dominant,dominants,dominante,dominantes
dominateur,dominateur,dominateur,dominateurs,dominatrice,dominatrices
dominicain,dominicain,dominicain,dominicains,dominicaine,dominicaines
dominical,dominical,dominical,dominicaux,dominicale,dominicales
dommageable,dommageable,dommageable,dommageables,dommageable,dommageables
dompté,dompté,dompté,dompté,dompté,dompté
donjuanesque,donjuanesque,donjuanesque,donjuanesques,donjuanesque,donjuanesques
donnant,donnant,donnant,donnants,donnante,donnantes
donné,donné,donné,donnés,donnée,données
donneur,donneur,donneur,donneurs,donneuse,donneuses
donquichottesque,donquichottesque,donquichottesque,donquichottesque,donquichottesque,donquichottesque
dopant,dopant,dopant,dopants,dopante,dopantes
doré,doré,doré,dorés,dorée,dorées
dorien,dorien,dorien,doriens,dorienne,doriennes
dorique,dorique,dorique,doriques,dorique,doriques
dormant,dormant,dormant,dormants,dormante,dormantes
dormeur,dormeur,dormeur,dormeurs,dormeuse,dormeuses
dormitif,dormitif,dormitif,dormitifs,dormitive,dormitives
dorsal,dorsal,dorsal,dorsaux,dorsale,dorsales
dostoïevskien,dostoïevskien,dostoïevskien,dostoïevskien,dostoïevskien,dostoïevskien
doté,doté,doté,doté,doté,doté
douanier,douanier,douanier,douaniers,douanière,douanières
double,double,double,doubles,double,doubles
doublé,doublé,doublé,doublés,doublée,doublées
douçâtre,douçâtre:douceâtre,douçâtre,douçâtre,douçâtre,douçâtre
doucereux,doucereux,doucereux,doucereux,doucereuse,doucereuses
doucet,doucet,doucet,doucets,doucette,doucettes
doué,doué,doué,doués,douée,douées
douillet,douillet,douillet,douillets,douillette,douillettes
douloureux,douloureux,douloureux,douloureux,douloureuse,douloureuses
douteur,douteur,douteur,douteurs,douteuse,douteuses
douteux,douteux,douteux,douteux,douteuse,douteuses
doux-amer,doux-amer,doux-amer,doux-amer,doux-amer,doux-amer
doux,doux,doux,doux,douce,douces
douzième,douzième,douzième,douzièmes,douzième,douzièmes
down,down,down,down,down,down
draconien,draconien,draconien,draconiens,draconienne,draconiennes
dramatique,dramatique,dramatique,dramatiques,dramatique,dramatiques
drapé,drapé,drapé,drapés,drapée,drapées
drapier,drapier,drapier,drapiers,drapière,drapières
drastique,drastique,drastique,drastiques,drastique,drastiques
dressant,dressant,dressant,dressant,dressant,dressant
dressé,dressé,dressé,dressé,dressé,dressé
drogué,drogué,drogué,drogués,droguée,droguées
droit,droit,droit,droits,droite,droites
droitier,droitier,droitier,droitiers,droitière,droitières
drolatique,drolatique,drolatique,drolatiques,drolatique,drolatiques
drôle,drôle,drôle,drôles,drôle,drôles
drôlet,drôlet,drôlet,drôlets,drôlette,drôlettes
dru,dru,dru,drus,drue,drues
druidique,druidique,druidique,druidiques,druidique,druidiques
druze,druze,druze,druzes,druze,druzes
dry,dry,dry,dry,dry,dry
dû,dû,dû,dû,dû,dû
dual,dual,dual,duals,duale,duales
dualiste,dualiste,dualiste,dualistes,dualiste,dualistes
dubitatif,dubitatif,dubitatif,dubitatifs,dubitative,dubitatives
ducal,ducal,ducal,ducaux,ducale,ducales
ductile,ductile,ductile,ductiles,ductile,ductiles
dum-dum,dum-dum,dum-dum,dum-dum,dum-dum,dum-dum
duodécimal,duodécimal,duodécimal,duodécimaux,duodécimale,duodécimales
duodénal,duodénal,duodénal,duodénaux,duodénale,duodénales
dupe,dupe,dupe,dupes,dupe,dupes
duplex,duplex,duplex,duplex,duplex,duplex
dur,dur,dur,durs,dure,dures
durable,durable,durable,durables,durable,durables
duraille,duraille,duraille,durailles,duraille,durailles
dural,dural,dural,duraux,durale,durales
durci,durci,durci,durci,durci,durci
duveté,duveté,duveté,duvetés,duvetée,duvetées
duveteux,duveteux,duveteux,duveteux,duveteuse,duveteuses
dynamique,dynamique,dynamique,dynamiques,dynamique,dynamiques
dynamométrique,dynamométrique,dynamométrique,dynamométriques,dynamométrique,dynamométriques
dynastique,dynastique,dynastique,dynastiques,dynastique,dynastiques
dysentérique,dysentérique,dysentérique,dysentériques,dysentérique,dysentériques
dyslexique,dyslexique,dyslexique,dyslexiques,dyslexique,dyslexiques
dyspepsique,dyspepsique,dyspepsique,dyspepsiques,dyspepsique,dyspepsiques
dyspeptique,dyspeptique,dyspeptique,dyspeptiques,dyspeptique,dyspeptiques
dyspnéique,dyspnéique,dyspnéique,dyspnéiques,dyspnéique,dyspnéiques
ébahi,ébahi,ébahi,ébahis,ébahie,ébahies
ébaubi,ébaubi,ébaubi,ébaubis,ébaubie,ébaubies
ébauché,ébauché,ébauché,ébauché,ébauché,ébauché
ébène,ébène,ébène,ébène,ébène,ébène
éberlué,éberlué,éberlué,éberlués,éberluée,éberluées
ébloui,ébloui,ébloui,ébloui,ébloui,ébloui
éblouissant,éblouissant,éblouissant,éblouissants,éblouissante,éblouissantes
ébouillanté,ébouillanté,ébouillanté,ébouillanté,ébouillanté,ébouillanté
ébouleux,ébouleux,ébouleux,ébouleux,ébouleuse,ébouleuses
ébouriffant,ébouriffant,ébouriffant,ébouriffants,ébouriffante,ébouriffantes
ébouriffé,ébouriffé,ébouriffé,ébouriffés,ébouriffée,ébouriffées
ébranché,ébranché,ébranché,ébranché,ébranché,ébranché
ébréché,ébréché,ébréché,ébréché,ébréché,ébréché
écaillé,écaillé,écaillé,écaillés,écaillée,écaillées
écailleux,écailleux,écailleux,écailleux,écailleuse,écailleuses
écarlate,écarlate,écarlate,écarlates,écarlate,écarlates
écarté,écarté,écarté,écartés,écartée,écartées
écartelé,écartelé,écartelé,écartelés,écartelée,écartelées
ecchymosé,ecchymosé,ecchymosé,ecchymosé,ecchymosé,ecchymosé
ecclésial,ecclésial,ecclésial,ecclésiaux,ecclésiale,ecclésiales
ecclésiastique,ecclésiastique,ecclésiastique,ecclésiastiques,ecclésiastique,ecclésiastiques
écervelé,écervelé,écervelé,écervelés,écervelée,écervelées
échancré,échancré,échancré,échancrés,échancrée,échancrées
échangeable,échangeable,échangeable,échangeables,échangeable,échangeables
échappé,échappé,échappé,échappés,échappée,échappées
échassier,échassier,échassier,échassier,échassier,échassier
échaudé,échaudé,échaudé,échaudés,échaudée,échaudées
échéant,échéant,échéant,échéants,unk,unk
échevelé,échevelé,échevelé,échevelés,échevelée,échevelées
éclaboussant,éclaboussant,éclaboussant,éclaboussant,éclaboussant,éclaboussant
éclair,éclair,éclair,éclair,éclair,éclair
éclairant,éclairant,éclairant,éclairants,éclairante,éclairantes
éclairé,éclairé,éclairé,éclairés,éclairée,éclairées
éclamptique,éclamptique,éclamptique,éclamptiques,éclamptique,éclamptiques
éclatant,éclatant,éclatant,éclatants,éclatante,éclatantes
éclaté,éclaté,éclaté,éclatés,éclatée,éclatées
éclectique,éclectique,éclectique,éclectiques,éclectique,éclectiques
éclopé,éclopé,éclopé,éclopés,éclopée,éclopées
éclos,éclos,éclos,éclos,éclos,éclos
éclusier,éclusier,éclusier,éclusiers,éclusière,éclusières
écoeurant,écoeurant,écoeurant,écoeurants,écoeurante,écoeurantes
écoeuré,écoeuré,écoeuré,écoeuré,écoeuré,écoeuré
écologique,écologique,écologique,écologiques,écologique,écologiques
écologiste,écologiste,écologiste,écologistes,écologiste,écologistes
économe,économe,économe,économes,économe,économes
économique,économique,économique,économiques,économique,économiques
écorcé,écorcé,écorcé,écorcé,écorcé,écorcé
écorché,écorché,écorché,écorchés,écorchée,écorchées
écorné,écorné,écorné,écorné,écorné,écorné
écossais,écossais,écossais,écossais,écossaise,écossaises
écoulé,écoulé,écoulé,écoulé,écoulé,écoulé
écourté,écourté,écourté,écourté,écourté,écourté
écrasant,écrasant,écrasant,écrasants,écrasante,écrasantes
écrasé,écrasé,écrasé,écrasés,écrasée,écrasées
écrevisse,écrevisse,écrevisse,écrevisse,écrevisse,écrevisse
écrit,écrit,écrit,écrits,écrite,écrites
écru,écru,écru,écrus,écrue,écrues
ectodermique,ectodermique,ectodermique,ectodermiques,ectodermique,ectodermiques
ectopique,ectopique,ectopique,ectopiques,ectopique,ectopiques
ectoplasmique,ectoplasmique,ectoplasmique,ectoplasmiques,ectoplasmique,ectoplasmiques
éculé,éculé,éculé,éculés,éculée,éculées
écumant,écumant,écumant,écumants,écumante,écumantes
écumeux,écumeux,écumeux,écumeux,écumeuse,écumeuses
eczémateux,eczémateux,eczémateux,eczémateux,eczémateuse,eczémateuses
édénique,édénique,édénique,édéniques,édénique,édéniques
édenté,édenté,édenté,édentés,édentée,édentées
édifiant,édifiant,édifiant,édifiants,édifiante,édifiantes
édilitaire,édilitaire,édilitaire,édilitaires,édilitaire,édilitaires
éditorial,éditorial,éditorial,éditoriaux,éditoriale,éditoriales
édouardien,édouardien:edwardien,édouardien,édouardien,édouardien,édouardien
éducable,éducable,éducable,éducables,éducable,éducables
éducateur,éducateur,éducateur,éducateurs,éducatrice,éducatrices
éducatif,éducatif,éducatif,éducatifs,éducative,éducatives
éducationnel,éducationnel,éducationnel,éducationnels,éducationnelle,éducationnelles
éduen,éduen,éduen,éduen,éduen,éduen
édulcorant,édulcorant,édulcorant,édulcorants,édulcorante,édulcorantes
effaçable,effaçable,effaçable,effaçables,effaçable,effaçables
effacé,effacé,effacé,effacés,effacée,effacées
effarant,effarant,effarant,effarants,effarante,effarantes
effaré,effaré,effaré,effarés,effarée,effarées
effarouché,effarouché,effarouché,effarouchés,effarouchée,effarouchées
effectif,effectif,effectif,effectifs,effective,effectives
efféminé,efféminé,efféminé,efféminés,efféminée,efféminées
effervescent,effervescent,effervescent,effervescents,effervescente,effervescentes
efficace,efficace,efficace,efficaces,efficace,efficaces
efficient,efficient,efficient,efficients,efficiente,efficientes
effilé,effilé,effilé,effilés,effilée,effilées
efflanqué,efflanqué,efflanqué,efflanqués,efflanquée,efflanquées
effondré,effondré,effondré,effondrés,effondrée,effondrées
effrayant,effrayant,effrayant,effrayants,effrayante,effrayantes
effrayé,effrayé,effrayé,effrayés,effrayée,effrayées
effréné,effréné,effréné,effrénés,effrénée,effrénées
effronté,effronté,effronté,effrontés,effrontée,effrontées
effroyable,effroyable,effroyable,effroyables,effroyable,effroyables
effulgent,effulgent,effulgent,effulgent,effulgent,effulgent
effusionniste,effusionniste,effusionniste,effusionniste,effusionniste,effusionniste
égal,égal,égal,égaux,égale,égales
égalable,égalable,égalable,égalables,égalable,égalables
égalisateur,égalisateur,égalisateur,égalisateurs,égalisatrice,égalisatrices
égalitaire,égalitaire,égalitaire,égalitaires,égalitaire,égalitaires
égaré,égaré,égaré,égarés,égarée,égarées
égayant,égayant,égayant,égayants,égayante,égayantes
égéen,égéen,égéen,égéens,égéenne,égéennes
égocentrique,égocentrique,égocentrique,égocentriques,égocentrique,égocentriques
égoïste,égoïste,égoïste,égoïstes,égoïste,égoïstes
égotiste,égotiste,égotiste,égotistes,égotiste,égotistes
égrillard,égrillard,égrillard,égrillards,égrillarde,égrillardes
égrotant,égrotant,égrotant,égrotants,égrotante,égrotantes
égyptien,égyptien,égyptien,égyptiens,égyptienne,égyptiennes
éhonté,éhonté,éhonté,éhontés,éhontée,éhontées
eidétique,eidétique,eidétique,eidétiques,eidétique,eidétiques
einsteinien,einsteinien,einsteinien,einsteinien,einsteinien,einsteinien
éjaculateur,éjaculateur,éjaculateur,éjaculateurs,éjaculatrice,éjaculatrices
éjectable,éjectable,éjectable,éjectables,éjectable,éjectables
élaboré,élaboré,élaboré,élaborés,élaborée,élaborées
élancé,élancé,élancé,élancés,élancée,élancées
élastique,élastique,élastique,élastiques,élastique,élastiques
électif,électif,électif,électifs,élective,électives
électoral,électoral,électoral,électoraux,électorale,électorales
électrique,électrique,électrique,électriques,électrique,électriques
électrisant,électrisant,électrisant,électrisants,électrisante,électrisantes
électroacoustique,électroacoustique,électroacoustique,électroacoustiques,électroacoustique,électroacoustiques
électrochimique,électrochimique,électrochimique,électrochimiques,électrochimique,électrochimiques
électrogène,électrogène,électrogène,électrogènes,électrogène,électrogènes
électrolytique,électrolytique,électrolytique,électrolytiques,électrolytique,électrolytiques
électromagnétique,électromagnétique,électromagnétique,électromagnétiques,électromagnétique,électromagnétiques
électroménager,électroménager,électroménager,électroménagers,électroménagère,électroménagères
électronique,électronique,électronique,électroniques,électronique,électroniques
électronucléaire,électronucléaire,électronucléaire,électronucléaires,électronucléaire,électronucléaires
électrostatique,électrostatique,électrostatique,électrostatiques,électrostatique,électrostatiques
élégant,élégant,élégant,élégants,élégante,élégantes
élégiaque,élégiaque,élégiaque,élégiaques,élégiaque,élégiaques
élémentaire,élémentaire,élémentaire,élémentaires,élémentaire,élémentaires
éléphantesque,éléphantesque,éléphantesque,éléphantesques,éléphantesque,éléphantesques
éléphantiasique,éléphantiasique,éléphantiasique,éléphantiasiques,éléphantiasique,éléphantiasiques
éléphantin,éléphantin,éléphantin,éléphantins,éléphantine,éléphantines
éleusinien,éleusinien,éleusinien,éleusinien,éleusinien,éleusinien
élévateur,élévateur,élévateur,élévateurs,élévatrice,élévatrices
élevé,élevé,élevé,élevés,élevée,élevées
éligible,éligible,éligible,éligibles,éligible,éligibles
élimé,élimé,élimé,élimé,élimé,élimé
éliminateur,éliminateur,éliminateur,éliminateurs,éliminatrice,éliminatrices
éliminatoire,éliminatoire,éliminatoire,éliminatoires,éliminatoire,éliminatoires
éliminé,éliminé,éliminé,éliminé,éliminé,éliminé
élisabéthain,élisabéthain,élisabéthain,élisabéthains,élisabéthaine,élisabéthaines
élitiste,élitiste,élitiste,élitistes,élitiste,élitistes
ellipsoïde,ellipsoïde,ellipsoïde,ellipsoïdes,ellipsoïde,ellipsoïdes
elliptique,elliptique,elliptique,elliptiques,elliptique,elliptiques
élogieux,élogieux,élogieux,élogieux,élogieuse,élogieuses
éloigné,éloigné,éloigné,éloignés,éloignée,éloignées
éloquent,éloquent,éloquent,éloquents,éloquente,éloquentes
élu,élu,élu,élus,élue,élues
élusif,élusif,élusif,élusifs,élusive,élusives
élyséen,élyséen,élyséen,élyséens,élyséenne,élyséennes
émacié,émacié,émacié,émaciés,émaciée,émaciées
émaillé,émaillé,émaillé,émaillé,émaillé,émaillé
émancipateur,émancipateur,émancipateur,émancipateurs,émancipatrice,émancipatrices
émancipé,émancipé,émancipé,émancipés,émancipée,émancipées
emballé,emballé,emballé,emballé,emballé,emballé
embarrassant,embarrassant,embarrassant,embarrassants,embarrassante,embarrassantes
embarrassé,embarrassé,embarrassé,embarrassés,embarrassée,embarrassées
embaumant,embaumant,embaumant,embaumant,embaumant,embaumant
emberlificoté,emberlificoté,emberlificoté,emberlificoté,emberlificoté,emberlificoté
embêtant,embêtant,embêtant,embêtants,embêtante,embêtantes
embêté,embêté,embêté,embêté,embêté,embêté
embijouté,embijouté,embijouté,embijouté,embijouté,embijouté
emblématique,emblématique,emblématique,emblématiques,emblématique,emblématiques
emboîtable,emboîtable,emboîtable,emboîtables,emboîtable,emboîtables
embolique,embolique,embolique,emboliques,embolique,emboliques
embouché,embouché,embouché,embouchés,embouchée,embouchées
embourbé,embourbé,embourbé,embourbé,embourbé,embourbé
embourgeoisé,embourgeoisé,embourgeoisé,embourgeoisé,embourgeoisé,embourgeoisé
embouteillé,embouteillé,embouteillé,embouteillé,embouteillé,embouteillé
embouti,embouti,embouti,emboutis,emboutie,embouties
embrasé,embrasé,embrasé,embrasé,embrasé,embrasé
embrassant,embrassant,embrassant,embrassants,embrassante,embrassantes
embrassé,embrassé,embrassé,embrassés,embrassée,embrassées
embrasseur,embrasseur,embrasseur,embrasseurs,embrasseuse,embrasseuses
embrigadé,embrigadé,embrigadé,embrigadé,embrigadé,embrigadé
embrouillé,embrouillé,embrouillé,embrouillés,embrouillée,embrouillées
embroussaillé,embroussaillé,embroussaillé,embroussaillés,embroussaillée,embroussaillées
embruiné,embruiné,embruiné,embruinés,embruinée,embruinées
embrumé,embrumé,embrumé,embrumé,embrumé,embrumé
embryonnaire,embryonnaire,embryonnaire,embryonnaires,embryonnaire,embryonnaires
embué,embué,embué,embué,embué,embué
embusqué,embusqué,embusqué,embusqués,embusquée,embusquées
éméché,éméché,éméché,éméchés,éméchée,éméchées
émeraude,émeraude,émeraude,émeraude,émeraude,émeraude
émergé,émergé,émergé,émergés,émergée,émergées
émergeant,émergeant:émergent,émergeant,émergeant,émergeant,émergeant
émerillonné,émerillonné,émerillonné,émerillonnés,émerillonnée,émerillonnées
émérite,émérite,émérite,émérites,émérite,émérites
émétique,émétique,émétique,émétiques,émétique,émétiques
émetteur,émetteur,émetteur,émetteurs,émettrice,émettrices
émigrant,émigrant,émigrant,émigrants,émigrante,émigrantes
émigré,émigré,émigré,émigrés,émigrée,émigrées
émilien,émilien,émilien,émiliens,émilienne,émiliennes
éminent,éminent,éminent,éminents,éminente,éminentes
éminentissime,éminentissime,éminentissime,éminentissimes,éminentissime,éminentissimes
émissaire,émissaire,émissaire,émissaires,émissaire,émissaires
emmagasiné,emmagasiné,emmagasiné,emmagasiné,emmagasiné,emmagasiné
emmailloté,emmailloté,emmailloté,emmailloté,emmailloté,emmailloté
emmêlé,emmêlé,emmêlé,emmêlé,emmêlé,emmêlé
emmerdant,emmerdant,emmerdant,emmerdants,emmerdante,emmerdantes
emmerdatoire,emmerdatoire,emmerdatoire,emmerdatoire,emmerdatoire,emmerdatoire
emmerdeur,emmerdeur,emmerdeur,emmerdeurs,emmerdeuse,emmerdeuses
emmitouflé,emmitouflé,emmitouflé,emmitouflé,emmitouflé,emmitouflé
emmuré,emmuré,emmuré,emmuré,emmuré,emmuré
émollient,émollient,émollient,émollients,émolliente,émollientes
émotif,émotif,émotif,émotifs,émotive,émotives
émotionnant,émotionnant,émotionnant,émotionnants,émotionnante,émotionnantes
émotionnel,émotionnel,émotionnel,émotionnels,émotionnelle,émotionnelles
émoulu,émoulu,émoulu,émoulus,émoulue,émoulues
émoussé,émoussé,émoussé,émoussé,émoussé,émoussé
émoustillant,émoustillant,émoustillant,émoustillants,émoustillante,émoustillantes
émouvant,émouvant,émouvant,émouvants,émouvante,émouvantes
empaillé,empaillé,empaillé,empaillés,empaillée,empaillées
empalé,empalé,empalé,empalé,empalé,empalé
empanaché,empanaché,empanaché,empanachés,empanachée,empanachées
empaqueté,empaqueté,empaqueté,empaqueté,empaqueté,empaqueté
empâté,empâté,empâté,empâtés,empâtée,empâtées
empathique,empathique,empathique,empathiques,empathique,empathiques
empêché,empêché,empêché,empêchés,empêchée,empêchées
emperlé,emperlé,emperlé,emperlés,emperlée,emperlées
emperlousé,emperlousé,emperlousé,emperlousé,emperlousé,emperlousé
emperruqué,emperruqué,emperruqué,emperruqué,emperruqué,emperruqué
empesé,empesé,empesé,empesés,empesée,empesées
empêtré,empêtré,empêtré,empêtrés,empêtrée,empêtrées
emphatique,emphatique,emphatique,emphatiques,emphatique,emphatiques
emphysémateux,emphysémateux,emphysémateux,emphysémateux,emphysémateuse,emphysémateuses
empierré,empierré,empierré,empierré,empierré,empierré
empirique,empirique,empirique,empiriques,empirique,empiriques
empli,empli,empli,empli,empli,empli
employé,employé,employé,employé,employé,employé
emplumé,emplumé,emplumé,emplumés,emplumée,emplumées
empoignant,empoignant,empoignant,empoignants,empoignante,empoignantes
empoisonnant,empoisonnant,empoisonnant,empoisonnants,empoisonnante,empoisonnantes
emporté,emporté,emporté,emportés,emportée,emportées
empoté,empoté,empoté,empotés,empotée,empotées
empoussiéré,empoussiéré,empoussiéré,empoussiéré,empoussiéré,empoussiéré
empreint,empreint,empreint,empreint,empreint,empreint
empressé,empressé,empressé,empressés,empressée,empressées
emprisonné,emprisonné,emprisonné,emprisonné,emprisonné,emprisonné
emprunté,emprunté,emprunté,empruntés,empruntée,empruntées
empuanti,empuanti,empuanti,empuanti,empuanti,empuanti
ému,ému,ému,émus,émue,émues
émulsif,émulsif,émulsif,émulsifs,émulsive,émulsives
émulsifiant,émulsifiant,émulsifiant,émulsifiants,émulsifiante,émulsifiantes
enamouré,enamouré:énamouré,enamouré,enamouré,enamouré,enamouré
encadrant,encadrant,encadrant,encadrant,encadrant,encadrant
encagé,encagé,encagé,encagé,encagé,encagé
encagoulé,encagoulé,encagoulé,encagoulé,encagoulé,encagoulé
encaissable,encaissable,encaissable,encaissables,encaissable,encaissables
encaissant,encaissant,encaissant,encaissants,encaissante,encaissantes
encaissé,encaissé,encaissé,encaissés,encaissée,encaissées
encalminé,encalminé,encalminé,encalminés,encalminée,encalminées
encapuchonné,encapuchonné,encapuchonné,encapuchonné,encapuchonné,encapuchonné
encastré,encastré,encastré,encastrés,encastrée,encastrées
encaustiqué,encaustiqué,encaustiqué,encaustiqué,encaustiqué,encaustiqué
enceinte,enceinte,unk,unk,enceinte,enceintes
encéphalique,encéphalique,encéphalique,encéphaliques,encéphalique,encéphaliques
enchaîné,enchaîné,enchaîné,enchaîné,enchaîné,enchaîné
enchanté,enchanté,enchanté,enchantés,enchantée,enchantées
enchanteur,enchanteur,enchanteur,enchanteurs,enchanteresse,enchanteresses
enchâssé,enchâssé,enchâssé,enchâssé,enchâssé,enchâssé
enchevêtré,enchevêtré,enchevêtré,enchevêtré,enchevêtré,enchevêtré
enclavé,enclavé,enclavé,enclavé,enclavé,enclavé
enclenché,enclenché,enclenché,enclenché,enclenché,enclenché
enclin,enclin,enclin,enclins,encline,enclines
encoléré,encoléré,encoléré,encoléré,encoléré,encoléré
encombrant,encombrant,encombrant,encombrants,encombrante,encombrantes
encombré,encombré,encombré,encombrés,encombrée,encombrées
encordé,encordé,encordé,encordé,encordé,encordé
encorné,encorné,encorné,encornés,encornée,encornées
encourageant,encourageant,encourageant,encourageants,encourageante,encourageantes
encrassé,encrassé,encrassé,encrassé,encrassé,encrassé
encreur,encreur,encreur,encreurs,encreuse,encreuses
encroûté,encroûté,encroûté,encroûtés,encroûtée,encroûtées
enculé,enculé,enculé,enculés,enculée,enculées
encyclopédique,encyclopédique,encyclopédique,encyclopédiques,encyclopédique,encyclopédiques
endémique,endémique,endémique,endémiques,endémique,endémiques
endetté,endetté,endetté,endetté,endetté,endetté
endeuillé,endeuillé,endeuillé,endeuillé,endeuillé,endeuillé
endiablé,endiablé,endiablé,endiablés,endiablée,endiablées
endiamanté,endiamanté,endiamanté,endiamantés,endiamantée,endiamantées
endimanché,endimanché,endimanché,endimanchés,endimanchée,endimanchées
endocrine,endocrine,endocrine,endocrines,endocrine,endocrines
endocrinien,endocrinien,endocrinien,endocriniens,endocrinienne,endocriniennes
endogène,endogène,endogène,endogènes,endogène,endogènes
endolori,endolori,endolori,endoloris,endolorie,endolories
endommagé,endommagé,endommagé,endommagé,endommagé,endommagé
endomorphe,endomorphe,endomorphe,endomorphes,endomorphe,endomorphes
endoplasmique,endoplasmique,endoplasmique,endoplasmiques,endoplasmique,endoplasmiques
endormant,endormant,endormant,endormants,endormante,endormantes
endormi,endormi,endormi,endormis,endormie,endormies
endoscopique,endoscopique,endoscopique,endoscopiques,endoscopique,endoscopiques
endossable,endossable,endossable,endossables,endossable,endossables
endothermique,endothermique,endothermique,endothermiques,endothermique,endothermiques
endurable,endurable,endurable,endurables,endurable,endurables
endurant,endurant,endurant,endurants,endurante,endurantes
endurci,endurci,endurci,endurcis,endurcie,endurcies
énergétique,énergétique,énergétique,énergétiques,énergétique,énergétiques
énergique,énergique,énergique,énergiques,énergique,énergiques
énergisant,énergisant,énergisant,énergisants,énergisante,énergisantes
énergisé,énergisé,énergisé,énergisé,énergisé,énergisé
énervant,énervant,énervant,énervants,énervante,énervantes
énervé,énervé,énervé,énervés,énervée,énervées
enfantin,enfantin,enfantin,enfantins,enfantine,enfantines
enfariné,enfariné,enfariné,enfarinés,enfarinée,enfarinées
enfermé,enfermé,enfermé,enfermé,enfermé,enfermé
enfiévré,enfiévré,enfiévré,enfiévré,enfiévré,enfiévré
enfilé,enfilé,enfilé,enfilé,enfilé,enfilé
enflammé,enflammé,enflammé,enflammés,enflammée,enflammées
enflé,enflé,enflé,enflés,enflée,enflées
enfoiré,enfoiré,enfoiré,enfoirés,enfoirée,enfoirées
enfoncé,enfoncé,enfoncé,enfoncés,enfoncée,enfoncées
enfoui,enfoui,enfoui,enfoui,enfoui,enfoui
enfouraillé,enfouraillé,enfouraillé,enfouraillé,enfouraillé,enfouraillé
enfumé,enfumé,enfumé,enfumés,enfumée,enfumées
engagé,engagé,engagé,engagés,engagée,engagées
engageant,engageant,engageant,engageants,engageante,engageantes
engendreur,engendreur,engendreur,engendreur,engendreur,engendreur
engliche,engliche,engliche,engliche,engliche,engliche
englobant,englobant,englobant,englobants,englobante,englobantes
englué,englué,englué,englué,englué,englué
engoncé,engoncé,engoncé,engoncé,engoncé,engoncé
engorgé,engorgé,engorgé,engorgé,engorgé,engorgé
engourdi,engourdi,engourdi,engourdis,engourdie,engourdies
engourdissant,engourdissant,engourdissant,engourdissants,engourdissante,engourdissantes
enguirlandé,enguirlandé,enguirlandé,enguirlandé,enguirlandé,enguirlandé
énième,énième,énième,énièmes,énième,énièmes
énigmatique,énigmatique,énigmatique,énigmatiques,énigmatique,énigmatiques
enivrant,enivrant,enivrant,enivrants,enivrante,enivrantes
enjoint,enjoint,enjoint,enjoint,enjoint,enjoint
enjôleur,enjôleur,enjôleur,enjôleurs,enjôleuse,enjôleuses
enjoué,enjoué,enjoué,enjoués,enjouée,enjouées
enjuivé,enjuivé,enjuivé,enjuivé,enjuivé,enjuivé
enkysté,enkysté,enkysté,enkystés,enkystée,enkystées
enlaçant,enlaçant,enlaçant,enlaçants,enlaçante,enlaçantes
enlaidi,enlaidi,enlaidi,enlaidi,enlaidi,enlaidi
enleve,enleve:enlevé,enleve,enleve,enleve,enleve
enluminé,enluminé,enluminé,enluminé,enluminé,enluminé
enneigé,enneigé,enneigé,enneigés,enneigée,enneigées
ennemi,ennemi,ennemi,ennemis,ennemie,ennemies
ennuyant,ennuyant,ennuyant,ennuyants,ennuyante,ennuyantes
